lst,epoch,total_staked,daily_stake,daily_unstake,daily_net,tvl_sol
mSOL Native,628,2732896.18468529,-42816.178431242,128029.197443959,85213.019012717,2736673.55418482
bSOL,628,2137562.20829708,-202833.795869598,160959.224701826,-41874.571167772,2137656.8665955
mrgnLST,628,588896.140542178,-944.002766935,167.072262934,-776.930504001,588955.242909017
jSOL,628,316484.447233937,-16589.798462978,6235.841428147,-10353.957034831,316503.157601495
stSOL,628,126117.96093629,0.0,54.372851266,54.372851266,126172.035972018
scnSOL,628,3.25160396,0.0,0.001494616,0.001494616,37.573292211
jito,627,10816393.1384558,-3323.953270435,88434.938696845,85110.98542641,10817211.927563
mSOL Liquid,627,5285823.17082598,-105271.040881222,66375.56250212,-38895.478379102,5286104.6681141
mSOL Native,627,2729161.69472992,-16255.723302211,40254.955715473,23999.232413262,2732957.23897793
bSOL,627,2179436.7840591,-61840.204046471,73241.013526657,11400.809480186,2179552.14187345
mrgnLST,627,589673.078292391,-2.805482661,266.935959584,264.130476923,589752.450667629
jSOL,627,327238.085071488,-4826.176065386,5238.243999224,412.067933838,327259.007944862
stSOL,627,126063.588085024,0.0,54.059422621,54.059422621,126112.323630449
scnSOL,627,3.250109344,0.0,0.00145098,0.00145098,37.571604957
jito,626,10731282.2266411,-2288.915094691,36582.40999773,34293.494903039,10731898.1228202
mSOL Liquid,626,5324510.45743247,-104115.348820367,64877.263654585,-39238.085165782,5324753.71566735
mSOL Native,626,2705343.90959786,-7012.045475063,48628.978679768,41616.933204705,2708998.70371581
bSOL,626,2168036.04840536,-793.225355757,108222.052107567,107428.82675181,2168121.84600872
mrgnLST,626,589409.018904002,-15.106521457,284.481649959,269.375128502,589472.111285525
jSOL,626,327971.906674255,-5102.829258467,6661.477841825,1558.648583358,327987.96833545
stSOL,626,126009.528662403,0.0,54.533326169,54.533326169,126051.194190751
scnSOL,626,3.248658364,0.0,0.001559329,0.001559329,37.569971473
jito,625,10696988.9670798,-31084.29396159,148792.209764102,117707.915802512,10697459.7820293
mSOL Liquid,625,5367941.38707186,-108071.459676258,92159.652870306,-15911.806805952,5368121.96355823
mSOL Native,625,2722468.3435773,-53166.540538368,102901.449532066,49734.908993698,2726036.66142289
bSOL,625,2168974.98932538,-243298.45603849,108444.503043687,-134853.952994803,2169052.77274573
mrgnLST,625,589139.675737393,-0.000903545,400.075472762,400.074569217,589175.833652457
jSOL,625,326413.258090897,-5395.172075375,6177.532669506,782.360594131,326427.925227518
stSOL,625,125954.995336234,-165.003992078,27.072553874,-137.931438204,125990.580750489
scnSOL,625,3.247099035,0.0,0.001588376,0.001588376,37.568231189
jito,624,10579281.1461189,-6951.674547812,93477.809798228,86526.135250416,10579626.8432026
mSOL Liquid,624,5383856.20788768,-106207.161234751,89575.588609026,-16631.572625725,5384003.36343596
mSOL Native,624,2722414.83573969,-101.935495108,71080.480951236,70978.545456128,2725979.29190474
bSOL,624,2303829.03335001,-29379.064958052,163981.160773178,134602.095815126,2303878.49814663
mrgnLST,624,588739.691770641,0.0,271.077415148,271.077415148,588768.718499285
jSOL,624,326774.590788271,-6016.974102381,7722.892904515,1705.918802134,326783.561076722
stSOL,624,126092.926774438,0.0,54.934336692,54.934336692,126122.002548205
scnSOL,624,3.245510659,0.0,0.001614911,0.001614911,37.566551227
jito,623,10545721.3808453,-295.806323657,763609.208191484,763313.401867827,10546250.3185472
mSOL Liquid,623,5403417.84640532,-109344.241531995,80076.40904702,-29267.832484975,5403615.24804982
mSOL Native,623,2808625.73520987,-40185.338980769,100022.03950587,59836.700525101,2812149.73089123
bSOL,623,2169226.94815319,-131066.861572827,56774.937238429,-74291.924334398,2169319.11508193
mrgnLST,623,588468.624645588,-2.228745457,252.552778992,250.324033535,588510.167123321
jSOL,623,325068.671986137,-7547.229256443,11837.204779951,4289.975523508,325089.790571097
stSOL,623,126037.992437746,0.0,55.276713577,55.276713577,126062.902320905
scnSOL,623,3.243895748,0.0,0.001635839,0.001635839,37.564859872
jito,622,9782407.98739206,-792937.210240587,359298.648058322,-433638.562182265,9783018.8787666
mSOL Liquid,622,5432683.57012905,-223962.082912027,3554.707634979,-220407.375277048,5432941.28796657
mSOL Native,622,2769927.10237832,-20278.452127436,264619.788954785,244341.336827349,2773410.17180717
bSOL,622,2243518.87983263,-69936.847246905,149237.946345944,79301.099099039,2243632.3596351
mrgnLST,622,588218.308871603,-18123.893293617,232.27379626,-17891.619497357,588267.71279568
jSOL,622,320778.696462629,-10656.067970006,8723.603699187,-1932.464270819,320796.336992259
stSOL,622,125982.715724169,0.0,111.010775724,111.010775724,126003.039283457
scnSOL,622,3.242259909,0.0,0.003143881,0.003143881,37.563121909
jito,620,10216046.556032,-238398.410835874,4692.074416293,-233706.336419581,10216485.3369498
mSOL Liquid,620,5773228.27015217,-115677.043031596,1546.193838685,-114130.849192911,5773398.65134008
mSOL Native,620,2662958.96401888,-66647.933980133,358727.871435508,292079.937455375,2666248.88511296
bSOL,620,2164217.78727822,-271324.217475952,69366.486320704,-201957.731155248,2164277.3552452
mrgnLST,620,606109.934626387,-336.227899555,168.115547832,-168.112351723,606142.325246946
jSOL,620,323722.684678243,-3.714925886,164.176603904,160.461678018,323734.107037203
stSOL,620,125871.704948445,0.0,53.739237659,53.739237659,125881.021423449
scnSOL,620,3.239116028,0.0,0.001544134,0.001544134,37.559786742
jito,619,10449752.9029987,-53147.011361169,4201.432215158,-48945.579146011,10449803.7229206
mSOL Liquid,619,5887359.11934508,-116243.64614369,83192.740281572,-33050.905862118,5887375.89142938
mSOL Native,619,2666970.9422604,-61714.937297056,150836.005557627,89121.068260571,2670259.79383628
bSOL,619,2366175.53001415,-143976.841304739,82339.938922905,-61636.902381834,2366187.09207122
mrgnLST,619,606278.053204947,-202.398301725,165.856055592,-36.542246133,606281.187608402
jSOL,619,323562.223000225,-377.582773426,143.614623429,-233.968149997,323574.647827829
stSOL,619,125817.965710786,0.0,54.202015651,54.202015651,125817.997671106
scnSOL,619,3.237571894,0.0,0.001527491,0.001527491,37.558040468
jito,618,10498698.5118623,-5636.861314737,38858.366401962,33221.505087225,10498702.5617791
mSOL Liquid,618,5923398.92881411,-118615.418262321,114344.131531923,-4271.286730398,5923400.35177715
mSOL Native,618,2877744.9334784,-9760.424049502,17703.247623485,7942.823573983,2881214.7127085
bSOL,618,2427812.46019653,-17725.529409993,793.921719241,-16931.607690752,2427817.65486987
mrgnLST,618,606314.621180465,-3.34621687,273.186266938,269.840050068,606317.81264672
jSOL,618,323796.191150222,-8073.606051565,6678.982642196,-1394.623409369,323796.855188817
stSOL,618,125763.763695135,-400.787817762,49.893158747,-350.894659015,125763.795655455
scnSOL,618,3.236044403,0.0,0.001516115,0.001516115,37.556447223
jito,617,10465477.0171325,-18877.941172532,42823.099266071,23945.158093539,10465935.5309657
mSOL Liquid,617,5929155.78063316,-119685.837037609,100648.137475129,-19037.69956248,5929333.51049017
mSOL Native,617,3750671.41245726,-70977.399026095,158897.481822629,87920.082796534,3754974.65534642
bSOL,617,2444744.07730779,-116537.288318279,42639.877968254,-73897.410350025,2444826.21875856
mrgnLST,617,606044.78937725,-312.046865283,266.904435109,-45.142430174,606078.374068525
jSOL,617,325190.814559591,-6947.284896251,8056.838608796,1109.553712545,325201.82931366
stSOL,617,126114.65835415,-217.682308323,36.394389973,-181.28791835,126114.69031447
scnSOL,617,3.234528288,0.0,0.001518055,0.001518055,37.554931108
jito,616,10441531.8820659,-2874.993155121,44646.075679879,41771.082524758,10441535.9821184
mSOL Liquid,616,5948192.47460398,-193.352889074,279265.21559505,279071.862705976,5948192.98140334
mSOL Native,616,3736966.25004888,-42268.670168325,54231.440465527,11962.770297202,3741070.56912511
bSOL,616,2518641.51071495,-63363.381895198,81589.643404631,18226.261509433,2518645.53999815
mrgnLST,616,606089.951340202,-95.203937338,257.21391523,162.009977892,606093.204444202
jSOL,616,324081.260847046,-7918.021618533,7159.411324353,-758.61029418,324081.852112966
stSOL,616,126295.9462725,-1.273252555,50.254051621,48.980799066,126295.97823282
scnSOL,616,3.233010233,0.0,0.001507267,0.001507267,37.553233097
jito,615,10399760.7995411,-5317.221547194,14518.43372932,9201.212182126,10400173.864081
mSOL Liquid,615,5850399.33046947,-112996.435845863,88358.894277895,-24637.541567968,5850555.3941492
mSOL Native,615,3887081.23828687,-240.036721009,47820.619995439,47580.58327443,3891303.41699738
bSOL,615,2500415.24620524,-86892.861527826,311130.852465648,224237.990937822,2500487.52064572
mrgnLST,615,605927.94136231,-11.778208598,673.048627627,661.270419029,605971.536963714
jSOL,615,324839.871141226,-8208.862262517,7040.371131004,-1168.491131513,324850.106159083
stSOL,615,126246.965473434,0.0,50.182563176,50.182563176,126246.997433754
scnSOL,615,3.231502966,0.0,0.001495805,0.001495805,37.551712199
jito,614,10399885.1539024,-94977.679300598,43815.356727739,-51162.322572859,10400338.5817338
mSOL Liquid,614,6001481.31166971,-121401.228332172,197209.233590432,75808.00525826,6001661.46246955
mSOL Native,614,3958003.23008753,-48403.58903675,132836.858648158,84433.269611408,3962148.85641754
bSOL,614,2276177.26149627,-316996.342905189,19457.0422273,-297539.300677889,2276243.95176063
mrgnLST,614,605266.676044785,-114.409118201,236.201725717,121.792607516,605316.700070752
jSOL,614,324691.086508431,-6710.068398252,8304.089668246,1594.021269994,324703.586807179
stSOL,614,126196.782910258,-0.185633309,46.154342116,45.968708807,126196.814870578
scnSOL,614,3.230007161,0.0,0.001529202,0.001529202,37.550142509
jito,613,10395837.8838019,-1276.234155964,745793.326487214,744517.09233125,10396336.9104807
mSOL Liquid,613,6053718.86387511,0.0,267228.600329937,267228.600329937,6053852.0802995
mSOL Native,613,4093350.5204709,-21420.099009929,193561.767918559,172141.66890863,4097530.76597606
bSOL,613,2573716.56848576,-21824.194050041,132777.218353543,110953.024303502,2573804.25003091
mrgnLST,613,605144.889629281,0.0,283.960618749,283.960618749,605186.171027075
jSOL,613,323154.746255757,-4460.715076241,6917.69868122,2456.983604979,323169.095967148
stSOL,613,126150.814201451,-1.820599744,40.525003057,38.704403313,126150.846161771
scnSOL,613,3.228477959,0.0,0.001531055,0.001531055,37.548553801
jito,612,10391757.8061239,-1052322.33114433,737951.664967652,-314370.666176678,10392292.3790492
mSOL Liquid,612,5993274.25011012,0.0,177026.379437422,177026.379437422,5993494.77559543
mSOL Native,612,3932091.62429374,-11811.612946973,188087.61003288,176275.997085907,3936107.99188218
bSOL,612,2462763.55884998,-59753.290448436,26986.488875545,-32766.801572891,2462853.19564653
mrgnLST,612,604860.942504727,-3640.39865836,159.752873659,-3480.645784701,604910.72776336
jSOL,612,323181.225710382,-8162.755590132,7203.838737498,-958.916852634,323195.743574948
stSOL,612,126112.109798138,-215.771102873,35.156657624,-180.614445249,126112.141758458
scnSOL,612,3.226946904,0.0,0.001529525,0.001529525,37.546928256
jito,611,10338431.3893666,-10332.178658024,163763.385159491,153431.206501467,10338971.4570498
mSOL Liquid,611,5816343.46121592,-139913.994209887,28223.88672041,-111690.107489477,5816553.27978218
mSOL Native,611,3950872.14483074,-141.952236914,56519.912609861,56377.960372947,3954872.18298305
bSOL,611,2495530.36755142,-208.564034881,116903.241266758,116694.677231877,2495612.98795959
mrgnLST,611,608341.589312007,-0.161973412,412.637542989,412.475569577,608385.90824247
jSOL,611,324140.141562556,-5981.156606236,38784.968727789,32803.812121553,324151.585909238
stSOL,611,126292.724243387,0.0,55.884323479,55.884323479,126292.756203707
scnSOL,611,3.225417379,0.0,0.001555162,0.001555162,37.545293857
jito,610,10343556.5965506,-89738.799494611,573873.766777531,484134.96728292,10343994.9806023
mSOL Liquid,610,5958445.94207403,-99871.464454104,360127.57416937,260256.109715266,5958625.36058565
mSOL Native,610,4019878.81992799,-25332.952925303,248351.632515548,223018.679590245,4023780.49173361
bSOL,610,2492760.15107404,-64174.788361397,157618.043570846,93443.255209449,2492830.55297042
mrgnLST,610,607929.11374243,-203.490934839,15918.54620727,15715.055272431,607960.641062204
jSOL,610,292311.831630426,-15817.34163586,24476.555742882,8659.214107022,292322.37514374
stSOL,610,126236.839919908,-426.302535609,32.084129923,-394.218405686,126236.871880228
scnSOL,610,3.223862217,0.0,0.001560024,0.001560024,37.543638636
jito,609,9859419.41661731,-45000.068926319,171798.92479152,126798.855865201,9859872.46161658
mSOL Liquid,609,5789512.15338243,-136704.573658569,272771.022004895,136066.448346326,5789685.74098249
mSOL Native,609,3810640.38265562,-37654.794782148,95523.059837002,57868.265054854,3814503.08778096
bSOL,609,2399316.89389439,-108726.228025777,32621.012467428,-76105.215558349,2399382.97343066
mrgnLST,609,592214.058469999,-6443.654898386,203.519757371,-6240.135141015,592217.366447557
jSOL,609,284774.590587274,-14856.443238021,31230.626564847,16374.183326826,284784.465595958
stSOL,609,126631.058325594,-1176.332641584,23.532970101,-1152.799671483,126631.090285914
scnSOL,609,3.222302193,0.0,0.001555901,0.001555901,37.541950368
jito,608,9732620.56175398,-1000.522619853,4337.745878602,3337.223258749,9732964.99565582
mSOL Liquid,608,5765984.36999688,-99324.415120724,113721.147834598,14396.732713874,5766127.557531
mSOL Native,608,3835514.67207778,-171.054936585,27288.945445727,27117.890509142,3839351.95840964
bSOL,608,2475422.11145461,-940.480148165,191689.909849725,190749.42970156,2475469.02044305
mrgnLST,608,598454.193611014,0.0,262.626820824,262.626820824,598491.493722189
jSOL,608,270415.422888801,-13.460782653,141.287083187,127.826300534,270425.497660361
stSOL,608,127783.857997077,0.0,56.003063796,56.003063796,127783.889957397
scnSOL,608,3.220746292,0.0,0.001572054,0.001572054,37.540303169
jito,607,9729285.52498232,-19930.345182155,97547.38110523,77617.035923075,9729781.51853782
mSOL Liquid,607,5952346.12761441,-115410.248770926,116864.836487745,1454.587716819,5952554.71992099
mSOL Native,607,3875393.76457807,-99308.767548577,163909.789123429,64601.021574852,3879147.86042406
bSOL,607,2478507.82118623,-243164.582468434,244923.079862592,1758.497394158,2478587.98448058
mrgnLST,607,598191.56679019,-1507.754627497,154.457296541,-1353.297330956,598229.604067053
jSOL,607,270287.596588267,-33954.650298251,21825.440813776,-12129.209484475,270297.675533075
stSOL,607,127727.854933281,0.0,55.567198831,55.567198831,127727.886893601
scnSOL,607,3.219174238,0.0,0.001533779,0.001533779,37.538652797
jito,606,9744812.02454117,-29378.75199039,4176.935493724,-25201.816496666,9745221.18780572
mSOL Liquid,606,5954318.76623495,-118271.635310415,78327.198076684,-39944.437233731,5954598.05115823
mSOL Native,606,4051425.02180758,-1419.72858796,30847.174846736,29427.446258776,4055270.83283695
bSOL,606,2476749.32284273,-1584.97798922,1436.83156072,-148.1464285,2476821.63547093
mrgnLST,606,599544.865148699,-0.031901096,872.078601073,872.046699977,599600.802314722
jSOL,606,293431.939958233,-10098.829636797,34744.532334068,24645.702697271,293435.255443405
stSOL,606,127672.28773445,-51.851380885,39.395040868,-12.456340017,127672.31969477
scnSOL,606,3.217640459,0.0,0.001517136,0.001517136,37.536995893
jito,605,9796838.11941596,-85114.821019373,127293.300147447,42178.479128074,9796842.18294236
mSOL Liquid,605,5995493.55020392,0.0,36062.100197825,36062.100197825,5995664.4919934
mSOL Native,605,4054954.37381123,-51170.485344475,90002.949629241,38832.464284766,4058702.78243421
bSOL,605,2476897.47131452,-3959.17142897,193684.49923347,189725.3278045,2476958.71455251
mrgnLST,605,598672.819477227,0.0,6399.783328901,6399.783328901,598711.474658095
jSOL,605,294402.309577548,-7.689259155,127.500912387,119.811653232,294411.801743799
stSOL,605,127684.744074467,-449.39342319,34.866601819,-414.526821371,127684.776034787
scnSOL,605,3.216123323,0.0,0.001508288,0.001508288,37.535368562
jito,604,9713795.24495984,-20094.342883872,725862.110370262,705767.76748639,9714098.19227264
mSOL Liquid,604,5985963.88116723,-343432.038394757,281343.563357777,-62088.47503698,5986125.70841954
mSOL Native,604,4257761.6614419,-88053.78181678,367366.475444812,279312.693628032,4261554.10120911
bSOL,604,2483061.75486486,-240376.076330472,355764.354084373,115388.277753901,2483112.68312735
mrgnLST,604,600672.735228039,-4428.341151559,164.37984697,-4263.961304589,600676.073695786
jSOL,604,294282.497924316,-2501.219370202,6288.351108482,3787.13173828,294287.992473797
stSOL,604,128099.270895838,-1470.082453296,27.464016641,-1442.618436655,128099.302856158
scnSOL,604,3.214615035,0.0,0.001516159,0.001516159,37.533769577
jito,603,9708160.47947346,-830923.264101253,770653.953416698,-60269.310684555,9708584.57752127
mSOL Liquid,603,6057730.34034533,-155176.107449309,84128.946468575,-71047.160980734,6057931.5075668
